,textID,text,selected_text,sentiment,class
13526,d29c52c068, Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,neutral,1
11244,9f7b9a29b8,Beautiful monday morning  so happy  http://myloc.me/tCt,Beautiful monday morning  so happy,positive,2
4125,84f6b89fd7,I love that Joan Rivers says it`s Family First.,I love that Joan Rivers says it`s Family First.,positive,2
2813,5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,hate,negative,0
7247,a41320f217,"Its official, I`m having the worst day. I called it a mile away",I`m having the worst day.,negative,0
21686,46e0b00683,I had fun this summer,I had fun this summer,positive,2
13265,c8cffb8858, 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral,1
5758,bc12e87b0f, depressed that both of those are already out but yours isnt. I want your book!!,depressed that both of those are already out but yours isnt.,neutral,1
4458,86fc779c2a,thanks for the feedback everyone,thanks,positive,2
13998,488d1aa6d0,Watching the Pianist with my dad great movie.,great,positive,2
21299,ccecc5e63b, So I`m not seeing you this Saturday?,So I`m not seeing you this Saturday?,neutral,1
20096,9d7fa735e2,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,Geez.,negative,0
3217,1cf3ac7b6a," No prob, skittles we always gonna have yall`s backs. The true sweeties dont play.. LOL But yea we just got heated. We sry",sry,negative,0
17214,3dfc4c8810,Good morning  hope u all have a great day,hope,positive,2
13456,d111b75cd7,everything is good except that neck shot and Steve`s back of the head shots!,everything is good except that neck shot and Steve`s back of the head shots!,neutral,1
6237,f9d6d29a13,is stuck in traffic,is stuck in traffic,neutral,1
4165,d2edadaabd,"had a cracking night last night, don`t think i`ve ever laughed so much  nice, lazy day today woop!","cracking night last night,",positive,2
14863,c2d2f32e06, everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni ,everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni,neutral,1
25757,eb7354b57f, im having a bad day,bad,negative,0
26217,b0286aab80, she had another song out recently but it didn`t get that much play,she had another song out recently but it didn`t get that much play,neutral,1
16367,24e5c64279,just got home. Yay!  Hi guys! http://plurk.com/p/svdpu,just got home. Yay!  Hi guys! http://plurk.com/p/svdpu,neutral,1
19307,1ea1879617," wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",have an awesome time!,positive,2
7624,a2c6f52bbe," actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack","actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",neutral,1
4980,b973cfd48b, last reply  a scholar in US Homeland Security said an ontology was created for it 'and everybody hated it[s prescription].',y hated,negative,0
21439,4644f380ec,Yep. That good feeling didn`t last.  back to sleeping for me.,good,positive,2
336,728c29215f,I just realized that I can`t forward text msgs with my iPhone.,I just realized that I can`t forward text msgs with my iPhone.,neutral,1
1036,3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",t I`m still stick.,negative,0
2964,94907bfb23,Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes  http://tinyurl.com/dloeyu,Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes,neutral,1
19450,7885da9927, oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,neutral,1
13769,0de0a8bbd5, I feel almost empty inside today.  Not a good feeling.,I feel almost empty inside today.  Not a good feeling.,negative,0
18329,9c73103f2d,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,neutral,1
8282,ea09fd8a70,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,burned-f,negative,0
10284,325f3c4245,My assistant had me watch The Notebook. I miss Deborah,miss,negative,0
20272,db8398b0bc, **** it. You don`t look well. You have to go home.,**** it.,negative,0
16587,efaaf8f9dc," Ha - check the high scores today, currently I have the No1 slot at 306,000","Ha - check the high scores today, currently I have the No1 slot at 306,000",neutral,1
23050,14662f5bae,"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day","Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",neutral,1
16887,06db8aab5e,has today off! But has to work tomorrow,has today off! But has to work tomorrow,neutral,1
24694,dc04928dcd,lookin forward to a lovely meal out for grandparents 75th at posh italian,lovely,positive,2
13391,f4bd5c5bce,is  happy  cause  my  voice  is  back  <3,happy,positive,2
22496,ad52ce4e35," no I want too, but a couple of people said it wasnt good","no I want too, but a couple of people said it wasnt good",neutral,1
18065,f967579fdb,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,SICK.,negative,0
964,9e36c68f31,I am at my grandparents place,I am at my grandparents place,neutral,1
20127,1084eec26e,_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,neutral,1
6733,48d27a58fe,where is the sunshine...the only thing i see are clouds...,where is the sunshine...the only thing i see are clouds...,neutral,1
15100,148bc56baf,_benson loved the #MacarAMBER!!!,loved,positive,2
11036,f17383a1eb," Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out","Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral,1
3111,3c25394b2a, that and being so careless with her vocals.,careless,negative,0
13923,3c7d3bb4f7," i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",i laughed pretty much the whole time.,positive,2
22884,da9dec497a, I love you too baby  see i`m cool now!!!,love,positive,2
21791,3eeda08527,Week-end is over and now it`s time to get back to work,Week-end is over and now it`s time to get back to work,neutral,1
563,17f4db5ddf, Can`t access your site!,Can`t access your site!,neutral,1
12270,6e5b984f46," hey chicLit whats happening? Just trying to promote my business, it`s really hard!",it`s really hard!,negative,0
1047,bab6ffe982, im back on twitter.,im back on twitter.,neutral,1
1807,3cf2a5d309,.: no health insurance is not an option.,.: no health insurance is not an option.,neutral,1
9272,cee8acf2eb,WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter,doesnt support me,negative,0
24844,1c5231d04b,"Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...","Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...",neutral,1
27221,481bed697e, Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,Nice,positive,2
13398,2bdb19ccd3, Oh lovely - that is one thing Mum`s are great at!! Sounds yummy!  You are makin me hungry here! lol :-p,Oh lovely,positive,2
24788,98c6feaee3, you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,driving me insane!!,negative,0
11010,9f43ae8ba8," yeah, its super **** today   Stupid writing!  ugh","yeah, its super **** today   Stupid writing!",negative,0
18809,b6c3e7d597,"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!","wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",neutral,1
10316,39664f3c05,Digging the ideas behind railsbridge (http://railsbridge.org/),Digging the ideas behind railsbridge (http://railsbridge.org/),neutral,1
10325,66adab7336,watching freo on a sunday arvo is a good hobby,good hobby,positive,2
13059,4c96ec71ec,Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,Gloomy day can`t stop my bliss.,positive,2
23213,955a6c952d,Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,Happy Mother`s Day,positive,2
21862,dd22639f70,  no way! **** that sucks B!  are you ok?,no way! **** that sucks B!  are you ok,negative,0
18006,006bfcc0d0,Here are the cupcakes I made.  http://twitpic.com/4w425,Here are the cupcakes I made.  http://twitpic.com/4w425,neutral,1
7526,208211ca34," i wish i could offer a hug right now, so bad",bad,negative,0
6479,713d77e7f6,This 'Monarchy' is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don`t reconize my country anymore!,is gonna bleed ALL of us dry!,negative,0
14778,81c29a90cd,is actual gonna need a new job and not just want,is actual gonna need a new job and not just want,neutral,1
16612,8d2b2b2a31, oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,neutral,1
11259,8e80c118f4,Infamous should have arrived today. But it didn`t...,Infamous should have arrived today. But it didn`t...,neutral,1
5644,a25ea87900,well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,well dnt really knw wot to do,negative,0
13225,1c7a23148b, I could have bought a Vespa with the amount of money I just spent,I could have bought a Vespa with the amount of money I just spent,neutral,1
22505,fc85663b60,nothing right now to do,nothing right now to do,neutral,1
9620,18c8cadb22,Just finished watching the series return of the Chasers War on Everything - really quite **** compared to how it used to be,really quite ****,negative,0
534,8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",dammit,negative,0
15390,e8d6813bab,"Just woke up and washed up, I have class @ 10 till 11 then chillin in G Building with my nigguhs. Then my bby is coming over @ 3:30!  ilh?","Just woke up and washed up, I have class @ 10 till 11 then chillin in G Building with my nigguhs. Then my bby is coming over @ 3:30!  ilh?",neutral,1
945,992f2b16fb,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",I`m really getting sick ugh,negative,0
18359,0a2d80b493, supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!,supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!,neutral,1
22503,600c1c5e3e,"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home","fun night tonight,",positive,2
25144,67f2f85bf1,i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,negative,0
1215,6eef4f572c,the fact my room is so hot is making me feel sick,sick,negative,0
22984,59051e4432, discover a whole new beautiful you,discover a whole new beautiful you,positive,2
14085,17454e4f47,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,neutral,1
6403,f15fb4679e,So lost  on my owm tryinh to find matter in the o2,So lost  on my owm tryinh to find matter in the o2,neutral,1
